,Unnamed: 0,excel,id,conversation_id,created_at,date,timezone,place,text,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,tweet,labels
18,18,18,1.25e+18,1.25e+18,1587230000000.0,18-04-2020 23:56,530,,"And they need taxpayers to #donate in #PMCaresFund for handling #Covid_19
 https://www.eastcoastdaily.in/2020/04/04/central-government-allotes-375-crore-rupees-for-kumbh-mela.htmlÂ â¦","['#donate', '#pmcaresfund', '#covid_19']",[],2512462424.0,2512462424.0,XandriethXs,XandriethXs,6,23,https://twitter.com/XandriethXs/status/1251577967819370496,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '2512462424', 'username': 'XandriethXs'}]",,,,,need   taxpay   donat   pmcaresfund   handl   covid  ,1
551,551,551,1.25e+18,1.25e+18,1587320000000.0,19-04-2020 23:33,530,,"I'm proud of my contribution to the #PMCARESFund for Corona Virus Relief.
Now it's your turn. BY CSC SEKA Narnaul mohindergarh

Contribute on Paytm ð²
#IndiaFightsCorona
 http://bit.ly/PM-CaresÂ  pic.twitter.com/0H4EP0gu3O","['#pmcaresfund', '#indiafightscorona']",[],1.25e+18,1.25e+18,HITESHK12919541,CSC SEKA,7,23,https://twitter.com/HITESHK12919541/status/1251934412972814336,False,2,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1247785439236255744', 'username': 'HITESHK12919541'}]",,,,,proud   contribut   pmcaresfund   corona   viru   relief   turn   csc   seka   narnaul   mohindergarh   contribut   paytm   indiafightscorona  ,1
3584,3584,3584,1.25e+18,1.25e+18,1588010000000.0,27-04-2020 23:14,530,,"Your A/c XXX692 is debited by Rs. 113 on 27Apr20. Avbl Bal: Rs. XXXXX.14. Info: UPI/P2M/011822976889/PM CARES/State Ban/. Call 18605005555 for dispute.
27.04.2020.  27th April 2020 ...
Fight with Corona
#pmcares
#indiagives
#zeebusiness
#aajtak
#abpnews

Great. For man kind","['#pmcares', '#indiagives', '#zeebusiness', '#aajtak', '#abpnews']",[],1.05e+18,1.05e+18,sanjayvkhareho1,sanjayvkhare@hotmail.com,1,23,https://twitter.com/sanjayvkhareho1/status/1254828859175862273,False,1,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1049733158013476864', 'username': 'sanjayvkhareho1'}]",,,,,c   xx   debit   r   apr   avbl   bal   r   xx   info   upi   pm   pm   care   state   ban   call   disput   th   april   fight   corona   pmcare   indiag   zeebusi   aajtak   abpnew   great   man   kind  ,1
3602,3602,3602,1.25e+18,1.25e+18,1588010000000.0,27-04-2020 23:11,530,,"27.04.2020.  27th April 2020 ...
Fight with Corona
#pmcares
#indiagives
#zeebusiness
#aajtak
#abpnews

Dailly daan karay ... Till u can .. as per ur capacity.

Donate dailly .... for man kind - I m doing this Starting from 28th march to till date. 
And I will do dailly further. pic.twitter.com/RYkHDatT7g","['#pmcares', '#indiagives', '#zeebusiness', '#aajtak', '#abpnews']",[],1.05e+18,1.05e+18,sanjayvkhareho1,sanjayvkhare@hotmail.com,1,23,https://twitter.com/sanjayvkhareho1/status/1254828069359169540,False,1,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1049733158013476864', 'username': 'sanjayvkhareho1'}]",,,,,th   april   fight   corona   pmcare   indiag   zeebusi   aajtak   abpnew   dailli   daan   karay   till   u   per   ur   capac   donat   dailli   man   kind   start   th   march   till   date   dailli  ,-1
3608,3608,3608,1.25e+18,1.25e+18,1588010000000.0,27-04-2020 23:10,530,,"27.04.2020.  27th April 2020 ...
Fight with Corona
#pmcares
#indiagives
#zeebusiness
#aajtak
#abpnews

Dailly daan karay ... Till u can .. as per ur capacity.

Donate dailly .... for man kind - I m doing this Starting from 28th march to till date. 
And I will do dailly further. pic.twitter.com/ZOlmxkJoPN","['#pmcares', '#indiagives', '#zeebusiness', '#aajtak', '#abpnews']",[],1.05e+18,1.05e+18,sanjayvkhareho1,sanjayvkhare@hotmail.com,1,23,https://twitter.com/sanjayvkhareho1/status/1254827862068264961,False,1,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1049733158013476864', 'username': 'sanjayvkhareho1'}]",,,,,th   april   fight   corona   pmcare   indiag   zeebusi   aajtak   abpnew   dailli   daan   karay   till   u   per   ur   capac   donat   dailli   man   kind   start   th   march   till   date   dailli  ,-1
3698,3698,3698,1.25e+18,1.25e+18,1588010000000.0,27-04-2020 22:56,530,,"This is the real hero of the country, first 25 crore in #PMCaresFunds, then 3 crore in #PPE and now 2 crore to @MumbaiPolice
There are many millionaires in this country but they do not have the heart of crores like @akshaykumar Sir,
Heartfelt saluteðð pic.twitter.com/NdpIGNfW9W","['#pmcaresfunds', '#ppe']",[],1701949370.0,1701949370.0,Shrawan_sen,s.k.senð®ð³,1,22,https://twitter.com/Shrawan_sen/status/1254824141695463433,False,3,0,1,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1701949370', 'username': 'Shrawan_sen'}, {'user_id': '4573405572', 'username': 'MumbaiPolice'}, {'user_id': '31348594', 'username': 'akshaykumar'}]",,,,,real   hero   countri   first   crore   pmcaresfund   crore   ppe   crore   mani   millionair   countri   heart   crore   like   sir   heartfelt   salut  ,1
3894,3894,3894,1.26e+18,1.26e+18,1588100000000.0,28-04-2020 23:42,530,,"PM CARE FUND SURVEY..
#PMCaresFunds
#coronavirus
#RavishKumar
#StayHome
#dhruvrathee
#Bhakts pic.twitter.com/1IdkcAOGl6","['#pmcaresfunds', '#coronavirus', '#ravishkumar', '#stayhome', '#dhruvrathee', '#bhakts']",[],1.1e+18,1.1e+18,Harmeet86606511,Harmeet Singh,2,23,https://twitter.com/Harmeet86606511/status/1255198158071623680,False,0,1,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1096668023275044864', 'username': 'Harmeet86606511'}]",,,,,pm   care   fund   survey   pmcaresfund   coronaviru   ravishkumar   stayhom   dhruvrathe   bhakt  ,-1
4045,4045,4045,1.26e+18,1.26e+18,1588100000000.0,28-04-2020 23:07,530,,"Inspired by Modi ji & Arvind Kejriwal

FULL ONE MONTH SAY DAILLY I M DOING DAAN....... FOR PANDEMIC COVID 2019

28.04.2020.  28th April 2020 ...
Fight with Corona
#pmcares
#indiagives
#zeebusiness
#aajtak
#abpnews

Dailly daan karay ... Till u can .. as per ur capacity. Donate pic.twitter.com/0JNxXThi8C","['#pmcares', '#indiagives', '#zeebusiness', '#aajtak', '#abpnews']",[],1.05e+18,1.05e+18,sanjayvkhareho1,sanjayvkhare@hotmail.com,2,23,https://twitter.com/sanjayvkhareho1/status/1255189394929090560,False,1,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1049733158013476864', 'username': 'sanjayvkhareho1'}]",,,,,inspir   modi   ji   arvind   kejriw   full   one   month   say   dailli   daan   pandem   covid   th   april   fight   corona   pmcare   indiag   zeebusi   aajtak   abpnew   dailli   daan   karay   till   u   per   ur   capac   donat  ,-1
4051,4051,4051,1.26e+18,1.26e+18,1588100000000.0,28-04-2020 23:06,530,,"Inspired by Modi ji & Arvind Kejriwal

FULL ONE MONTH SAY DAILLY I M DOING DAAN....... FOR PANDEMIC COVID 2019

28.04.2020.  28th April 2020 ...
Fight with Corona
#pmcares
#indiagives
#zeebusiness
#aajtak
#abpnews

Dailly daan karay ... Till u can .. as per ur capacity.

Donate pic.twitter.com/l8iFRyPYas","['#pmcares', '#indiagives', '#zeebusiness', '#aajtak', '#abpnews']",[],1.05e+18,1.05e+18,sanjayvkhareho1,sanjayvkhare@hotmail.com,2,23,https://twitter.com/sanjayvkhareho1/status/1255189137667358720,False,1,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1049733158013476864', 'username': 'sanjayvkhareho1'}]",,,,,inspir   modi   ji   arvind   kejriw   full   one   month   say   dailli   daan   pandem   covid   th   april   fight   corona   pmcare   indiag   zeebusi   aajtak   abpnew   dailli   daan   karay   till   u   per   ur   capac   donat  ,-1
4604,4604,4604,1.26e+18,1.26e+18,1588180000000.0,29-04-2020 22:30,530,,#PMCARES #PMCaresFunds Our Todler Appeal 2 Al Let's Join Hand  2Help Our Fellow CountryMan By Donating 2 #PMCaresFund Doing A Bit  Wil Make A Lot Of Difference  4D Country Let's Join  @PMOIndia @narendramodi Ji 2 Fight #coronavirus I Hve Dne My Duty Request Al 2Do #Contribute pic.twitter.com/tAKz4O5fYe,"['#pmcares', '#pmcaresfunds', '#pmcaresfund', '#coronavirus', '#contribute']",[],8.72e+17,8.72e+17,Amarbjym,Amar Shah,3,22,https://twitter.com/Amarbjym/status/1255542515031248903,False,11,1,2,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '871867794870108164', 'username': 'Amarbjym'}, {'user_id': '471741741', 'username': 'PMOIndia'}, {'user_id': '18839785', 'username': 'narendramodi'}]",,,,,pmcare   pmcaresfund   todler   appeal   al   let   join   hand   help   fellow   countryman   donat   pmcaresfund   bit   wil   make   lot   differ   countri   let   join   ji   fight   coronaviru   hve   dne   duti   request   al   contribut  ,1
4619,4619,4619,1.26e+18,1.26e+18,1588180000000.0,29-04-2020 22:25,530,,I am proud to have contributed to India's fight against COVID-19 by donating to #PMCARES.  https://www.pmcares.gov.in/en/share_upi/52100000799845.BB5DC953085E8F9C89DF5F61677E2A95Â â¦ Join the movement & contribute at  http://pmcares.gov.inÂ ..!  #IndiaFightsCorona https://www.pmcares.gov.in/en/share_upi/52100000799845.BB5DC953085E8F9C89DF5F61677E2A95Â â¦,"['#pmcares', '#indiafightscorona']",[],1.25e+18,1.25e+18,VishalNirgude1,Vishal Nirgude,3,22,https://twitter.com/VishalNirgude1/status/1255541326680113153,False,2,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1246390597759291392', 'username': 'VishalNirgude1'}]",,,,,proud   contribut   india   fight   covid   donat   pmcare   join   movement   contribut   indiafightscorona  ,1
4939,4939,4939,1.26e+18,1.26e+18,1588270000000.0,30-04-2020 23:20,530,,"Inspired by Narendra Modi ji & Arvind Kejriwal ji

30.04.2020.  30th April 2020 ...
Fight with Corona
#pmcares
#indiagives
#zeebusiness
#aajtak
#abpnews

Dailly daan karay ... Till u can .. as per ur capacity.

Donate dailly .... for man kind - great work do it daiily pic.twitter.com/eNtvsXhlVK","['#pmcares', '#indiagives', '#zeebusiness', '#aajtak', '#abpnews']",[],1.05e+18,1.05e+18,sanjayvkhareho1,sanjayvkhare@hotmail.com,4,23,https://twitter.com/sanjayvkhareho1/status/1255917506570510336,False,1,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1049733158013476864', 'username': 'sanjayvkhareho1'}]",,,,,inspir   narendra   modi   ji   arvind   kejriw   ji   th   april   fight   corona   pmcare   indiag   zeebusi   aajtak   abpnew   dailli   daan   karay   till   u   per   ur   capac   donat   dailli   man   kind   great   work   daiili  ,-1
4950,4950,4950,1.26e+18,1.26e+18,1588270000000.0,30-04-2020 23:19,530,,"Inspired by Narendra Modi ji & Arvind Kejriwal ji

30.04.2020.  30th April 2020 ...
Fight with Corona
#pmcares
#indiagives
#zeebusiness
#aajtak
#abpnews

Dailly daan karay ... Till u can .. as per ur capacity.

Donate dailly .... for man kind - pic.twitter.com/ejQlW8epTY","['#pmcares', '#indiagives', '#zeebusiness', '#aajtak', '#abpnews']",[],1.05e+18,1.05e+18,sanjayvkhareho1,sanjayvkhare@hotmail.com,4,23,https://twitter.com/sanjayvkhareho1/status/1255917194443059200,False,1,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1049733158013476864', 'username': 'sanjayvkhareho1'}]",,,,,inspir   narendra   modi   ji   arvind   kejriw   ji   th   april   fight   corona   pmcare   indiag   zeebusi   aajtak   abpnew   dailli   daan   karay   till   u   per   ur   capac   donat   dailli   man   kind  ,-1
5386,5386,5386,1.26e+18,1.26e+18,1588360000000.0,01-05-2020 23:20,530,,I am proud to have contributed to India's fight against COVID-19 by donating to #PMCARES.  https://www.pmcares.gov.in/en/share_upi/52100005788240.9BF474F6B0C726C1A90106454739339DÂ â¦ Join the movement & contribute at  http://pmcares.gov.inÂ ..!  #IndiaFightsCorona https://www.pmcares.gov.in/en/share_upi/52100005788240.9BF474F6B0C726C1A90106454739339DÂ â¦,"['#pmcares', '#indiafightscorona']",[],2908233924.0,2908233924.0,gauravTour,Gaurav Sharma,5,23,https://twitter.com/gauravTour/status/1256279868372914177,False,4,0,2,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '2908233924', 'username': 'gauravTour'}]",,,,,proud   contribut   india   fight   covid   donat   pmcare   join   movement   contribut   indiafightscorona  ,1
5599,5599,5599,1.26e+18,1.26e+18,1588440000000.0,02-05-2020 23:19,530,,"#RelianceIndustriesLimited donates 500 cr to #PMCaresFund.

Reliance Industries cuts 50% salary of employees.

#Chronology samjhiye

The reality is Reliance didn't donate a single penny, its employees have donated the amount.

#coronavirus #CoronaPandemic
@PMOIndia @reliancegroup","['#relianceindustrieslimited', '#pmcaresfund', '#chronology', '#coronavirus', '#coronapandemic']",[],281489084.0,281489084.0,unbrahmachari,Upendra Nath Brahmachari / à¦à¦ªà§à¦¨à§à¦¦à§à¦° à¦¨à¦¾à¦¥ à¦¬à§à¦°à¦¹à§à¦®à¦à¦¾à¦°à§,6,23,https://twitter.com/unbrahmachari/status/1256642096099778562,False,0,1,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '281489084', 'username': 'unbrahmachari'}, {'user_id': '471741741', 'username': 'PMOIndia'}, {'user_id': '3220121196', 'username': 'reliancegroup'}]",,,,,relianceindustrieslimit   donat   cr   pmcaresfund   relianc   industri   cut   salari   employe   chronolog   samjhiy   realiti   relianc   donat   singl   penni   employe   donat   amount   coronaviru   coronapandem  ,1
5645,5645,5645,1.26e+18,1.26e+18,1588440000000.0,02-05-2020 23:13,530,,"Inspired by Narendra Modi Ji 

02.05.2020.  2nd May  2020 ...

Jaan bhi jahaan bhi.

Fight with Corona
#pmcares
#indiagives
#zeebusiness
#aajtak
#abpnews

Donate dailly .... for man kind - I m doing this Starting from 28th march to till date. 
And I will do dailly further als pic.twitter.com/i8KoT7PQiV","['#pmcares', '#indiagives', '#zeebusiness', '#aajtak', '#abpnews']",[],1.05e+18,1.05e+18,sanjayvkhareho1,sanjayvkhare@hotmail.com,6,23,https://twitter.com/sanjayvkhareho1/status/1256640456726732801,False,1,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1049733158013476864', 'username': 'sanjayvkhareho1'}]",,,,,inspir   narendra   modi   ji   nd   may   jaan   bhi   jahaan   bhi   fight   corona   pmcare   indiag   zeebusi   aajtak   abpnew   donat   dailli   man   kind   start   th   march   till   date   dailli   al  ,-1
5653,5653,5653,1.26e+18,1.26e+18,1588440000000.0,02-05-2020 23:12,530,,"Inspired by Narendra Modi Ji 

02.05.2020.  2nd May  2020 ...

Jaan bhi jahaan bhi.

Fight with Corona
#pmcares
#indiagives
#zeebusiness
#aajtak
#abpnews

Donate dailly .... for man kind - I m doing this Starting from 28th march to till date. 
And I will do dailly further also pic.twitter.com/wNLlughyZp","['#pmcares', '#indiagives', '#zeebusiness', '#aajtak', '#abpnews']",[],1.05e+18,1.05e+18,sanjayvkhareho1,sanjayvkhare@hotmail.com,6,23,https://twitter.com/sanjayvkhareho1/status/1256640262400471040,False,1,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1049733158013476864', 'username': 'sanjayvkhareho1'}]",,,,,inspir   narendra   modi   ji   nd   may   jaan   bhi   jahaan   bhi   fight   corona   pmcare   indiag   zeebusi   aajtak   abpnew   donat   dailli   man   kind   start   th   march   till   date   dailli   also  ,-1
2664,2664,2664,1.25e+18,1.25e+18,1587750000000.0,24-04-2020 23:10,530,,"You know, #Billg applauding #Namo has healed Indian economy. CoronaVirus is awestruck in uncle Donald's cure.","['#billg', '#namo']",[],120694248.0,120694248.0,man_is_bad_kase,manish badkas,5,23,https://twitter.com/man_is_bad_kase/status/1253740556137590789,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '120694248', 'username': 'man_is_bad_kase'}]",,,,,know   billg   applaud   namo   heal   indian   economi   coronaviru   awestruck   uncl   donald   cure  ,0
