,Unnamed: 0,excel,id,conversation_id,created_at,date,timezone,place,text,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,tweet,labels
4449,4449,4449,1.26e+18,1.26e+18,1588180000000.0,29-04-2020 23:03,530,,"#TablighiJamaatVirus is single source of coronavirus spread in India.
@paknews https://twitter.com/paknews/status/1255391742251225096Â â¦",['#tablighijamaatvirus'],[],147257871.0,147257871.0,vandanajain24,vandana jain,3,23,https://twitter.com/vandanajain24/status/1255550779596976128,False,1,0,0,https://twitter.com/paknews/status/1255391742251225096,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '147257871', 'username': 'vandanajain24'}, {'user_id': '18140095', 'username': 'paknews'}]",,,,,tablighijamaatviru   singl   sourc   coronaviru   spread   india  ,-1
172,172,172,1.25e+18,1.25e+18,1587230000000.0,18-04-2020 23:30,530,,"Delhi Stats for 18 April 2020, over 10% jump in the number of cases
- A single extended family had 26 +ve #covid cases today
- 42000 more kits have been sanctioned by GoI
Please stay home and do not venture out ðð» #DelhiFightsCovid #India https://twitter.com/CMODelhi/status/1251559869494198282Â â¦","['#covid', '#delhifightscovid', '#india']",[],38798839.0,38798839.0,yatinthakur,Yatin K Thakur,6,23,https://twitter.com/yatinthakur/status/1251571218412531712,False,1,0,0,https://twitter.com/CMODelhi/status/1251559869494198282,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '38798839', 'username': 'yatinthakur'}]",,,,,delhi   stat   april   jump   number   case   singl   extend   famili   covid   case   today   kit   sanction   goi   pleas   stay   home   ventur   delhifightscovid   india  ,1
405,405,405,1.25e+18,1.25e+18,1587320000000.0,19-04-2020 23:59,530,,@ArvindKejriwal @pwddelhi @SatyendarJain @LtGovDelhi @HardeepSPuri @PMOIndia Act for #desilting of drains & sewer lines before monsoon otherwise #Delhi will face #Dengue #malaria #chickengunia along with #coronavirus @SanjayAzadSln @msisodia #supremecourtofindia #delhihighcourt,"['#desilting', '#delhi', '#dengue', '#malaria', '#chickengunia', '#coronavirus', '#supremecourtofindia', '#delhihighcourt']",[],1.17e+18,1.17e+18,MediaSOCIALAND1,Media SOCIAL AND PUBLIC,7,23,https://twitter.com/MediaSOCIALAND1/status/1251941043034976257,False,1,0,1,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1172084747255738369', 'username': 'MediaSOCIALAND1'}, {'user_id': '109930762', 'username': 'LambaAlka'}, {'user_id': '405427035', 'username': 'ArvindKejriwal'}, {'user_id': '237644331', 'username': 'pwddelhi'}, {'user_id': '362506755', 'username': 'SatyendarJain'}, {'user_id': '815473030868545537', 'username': 'LtGovDelhi'}, {'user_id': '2289628938', 'username': 'HardeepSPuri'}, {'user_id': '471741741', 'username': 'PMOIndia'}, {'user_id': '328941811', 'username': 'SanjayAzadSln'}, {'user_id': '30417501', 'username': 'msisodia'}]",,,,,act   desilt   drain   sewer   line   monsoon   otherwis   delhi   face   dengu   malaria   chickengunia   along   coronaviru   supremecourtofindia   delhihighcourt  ,-1
413,413,413,1.25e+18,1.25e+18,1587320000000.0,19-04-2020 23:58,530,,@ArvindKejriwal @pwddelhi @SatyendarJain @LtGovDelhi @HardeepSPuri @PMOIndia Act for #desilting of drains & sewer lines before monsoon otherwise #Delhi will face #Dengue #malaria #chickengunia along with #coronavirus @SanjayAzadSln @msisodia #supremecourtofindia #delhihighcourt,"['#desilting', '#delhi', '#dengue', '#malaria', '#chickengunia', '#coronavirus', '#supremecourtofindia', '#delhihighcourt']",[],1960071366.0,1960071366.0,3tarungupta,TARUN,7,23,https://twitter.com/3tarungupta/status/1251940774482079745,False,1,0,1,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1960071366', 'username': '3tarungupta'}, {'user_id': '2289628938', 'username': 'HardeepSPuri'}, {'user_id': '471741741', 'username': 'PMOIndia'}, {'user_id': '3619207820', 'username': 'MoCA_GoI'}, {'user_id': '2596143056', 'username': 'MoHFW_INDIA'}, {'user_id': '877832878830137345', 'username': 'AAI_Official'}, {'user_id': '387573617', 'username': 'airindiain'}, {'user_id': '231033118', 'username': 'PIB_India'}, {'user_id': '1244892413262311425', 'username': 'COVIDNewsByMIB'}, {'user_id': '2686834802', 'username': 'mygovindia'}, {'user_id': '784705308832694272', 'username': 'IAF_MCC'}, {'user_id': '405427035', 'username': 'ArvindKejriwal'}, {'user_id': '237644331', 'username': 'pwddelhi'}, {'user_id': '362506755', 'username': 'SatyendarJain'}, {'user_id': '815473030868545537', 'username': 'LtGovDelhi'}, {'user_id': '328941811', 'username': 'SanjayAzadSln'}, {'user_id': '30417501', 'username': 'msisodia'}]",,,,,act   desilt   drain   sewer   line   monsoon   otherwis   delhi   face   dengu   malaria   chickengunia   along   coronaviru   supremecourtofindia   delhihighcourt  ,-1
433,433,433,1.25e+18,1.25e+18,1587320000000.0,19-04-2020 23:54,530,,"As the lockdown continues, our feeding also continues. Distribution of food at Dallupura! 

#lockdown #IndiaFightCorona #COVID19 #Delhi #foodrelief pic.twitter.com/GTPMF5dlQR","['#lockdown', '#indiafightcorona', '#covid19', '#delhi', '#foodrelief']",[],7.48e+17,7.48e+17,wishesblessings,Wishes and Blessings,7,23,https://twitter.com/wishesblessings/status/1251939706675138560,False,2,2,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '747772993460281344', 'username': 'wishesblessings'}]",,,,,lockdown   continu   feed   also   continu   distribut   food   dallupura   lockdown   indiafightcorona   covid   delhi   foodrelief  ,-1
460,460,460,1.25e+18,1.25e+18,1587320000000.0,19-04-2020 23:48,530,,@ArvindKejriwal @pwddelhi @SatyendarJain @LtGovDelhi @HardeepSPuri @PMOIndia Act for #desilting of drains & sewer lines before monsoon otherwise #Delhi will face #Dengue #malaria #chickengunia along with #coronavirus @SanjayAzadSln @msisodia #supremecourtofindia #delhihighcourt,"['#desilting', '#delhi', '#dengue', '#malaria', '#chickengunia', '#coronavirus', '#supremecourtofindia', '#delhihighcourt']",[],1960071366.0,1960071366.0,3tarungupta,TARUN,7,23,https://twitter.com/3tarungupta/status/1251938249766891521,False,0,1,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1960071366', 'username': '3tarungupta'}, {'user_id': '405427035', 'username': 'ArvindKejriwal'}, {'user_id': '237644331', 'username': 'pwddelhi'}, {'user_id': '362506755', 'username': 'SatyendarJain'}, {'user_id': '815473030868545537', 'username': 'LtGovDelhi'}, {'user_id': '2289628938', 'username': 'HardeepSPuri'}, {'user_id': '471741741', 'username': 'PMOIndia'}, {'user_id': '328941811', 'username': 'SanjayAzadSln'}, {'user_id': '30417501', 'username': 'msisodia'}]",,,,,act   desilt   drain   sewer   line   monsoon   otherwis   delhi   face   dengu   malaria   chickengunia   along   coronaviru   supremecourtofindia   delhihighcourt  ,-1
569,569,569,1.25e+18,1.25e+18,1587320000000.0,19-04-2020 23:30,530,,"Today Crossed 1500+ Cases In #India 
Highest Single Day Cases 
#coronavirus
#StayHome
#Delhi Cross 2000+ OverAll Cases And Stands 2nd Place After #Maharashtra
#coronavirusindia
#CoronaUpdates","['#india', '#coronavirus', '#stayhome', '#delhi', '#maharashtra', '#coronavirusindia', '#coronaupdates']",[],337524807.0,337524807.0,Nithin_Mudunuri,#RadheShyam,7,23,https://twitter.com/Nithin_Mudunuri/status/1251933584643854336,False,0,3,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '337524807', 'username': 'Nithin_Mudunuri'}]",,,,,today   cross   case   india   highest   singl   day   case   coronaviru   stayhom   delhi   cross   overal   case   stand   nd   place   maharashtra   coronavirusindia   coronaupd  ,-1
660,660,660,1.25e+18,1.25e+18,1587320000000.0,19-04-2020 23:15,530,,"Missing this place & those gorgeous evenings we spent there...â¤ï¸
@connaughtplace1 #delhi #DelhiFightsCovid #Covid_19 #Quarantine #CityBeautiful #CoronavirusOutbreakindia #IndiaFightsCorona pic.twitter.com/yJPNtIWuzs","['#delhi', '#delhifightscovid', '#covid_19', '#quarantine', '#citybeautiful', '#coronavirusoutbreakindia', '#indiafightscorona']",[],933595256.0,933595256.0,theCanonFanboy,Bobby Roy,7,23,https://twitter.com/theCanonFanboy/status/1251929894596075521,False,10,0,1,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '933595256', 'username': 'theCanonFanboy'}, {'user_id': '823542349997305856', 'username': 'connaughtplace1'}]",,,,,miss   place   gorgeou   even   spent   delhi   delhifightscovid   covid   quarantin   citybeauti   coronavirusoutbreakindia   indiafightscorona  ,1
817,817,817,1.25e+18,1.25e+18,1587410000000.0,20-04-2020 23:49,530,,Well this wasnât the case before. Canât wait to set foot in a Corona-less and Pollution-less dilwalo ki dilli. #Delhi https://twitter.com/ShwetaBajaj/status/1252233524469358592Â â¦,['#delhi'],[],1371533450.0,1371533450.0,MalviyaOp,Om Malviya,1,23,https://twitter.com/MalviyaOp/status/1252300978264567809,False,2,0,0,https://twitter.com/ShwetaBajaj/status/1252233524469358592,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1371533450', 'username': 'MalviyaOp'}]",,,,,well   case   wait   set   foot   corona   le   pollut   le   dilwalo   ki   dilli   delhi  ,1
919,919,919,1.25e+18,1.25e+18,1587410000000.0,20-04-2020 23:26,530,,"Today Cases #coronavirus
#Maharashtra 465+
#Delhi 75+","['#coronavirus', '#maharashtra', '#delhi']",[],337524807.0,337524807.0,Nithin_Mudunuri,#RadheShyam,1,23,https://twitter.com/Nithin_Mudunuri/status/1252295199688060929,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '337524807', 'username': 'Nithin_Mudunuri'}]",,,,,today   case   coronaviru   maharashtra   delhi  ,1
974,974,974,1.25e+18,1.25e+18,1587400000000.0,20-04-2020 23:16,530,,"Stay at home listening music learning new things 

#covid #quarantine #virus #pandemia #coronavÃ­rus #wuhan #coronavirÃ¼sÃ¼ #coronavirusitalianews #outbreak #coronavirÃ¼s #covid2019 #epidemic #epidemia #ncov2019 #newcontest #contest #gifthampers #delhi #gurgaon #lucky #trending","['#covid', '#quarantine', '#virus', '#pandemia', '#coronavÃ­rus', '#wuhan', '#coronavirÃ¼sÃ¼', '#coronavirusitalianews', '#outbreak', '#coronavirÃ¼s', '#covid2019', '#epidemic', '#epidemia', '#ncov2019', '#newcontest', '#contest', '#gifthampers', '#delhi', '#gurgaon', '#lucky', '#trending']",[],1419100380.0,1419100380.0,Arunkumar6106,Arun Kumar,1,23,https://twitter.com/Arunkumar6106/status/1252292609290067968,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1419100380', 'username': 'Arunkumar6106'}, {'user_id': '747693191344848897', 'username': 'patel_cars'}]",,,,,stay   home   listen   music   learn   new   thing   covid   quarantin   viru   pandemia   coronav   ru   wuhan   coronavir   coronavirusitalianew   outbreak   coronavir   covid   epidem   epidemia   ncov   newcontest   contest   gifthamp   delhi   gurgaon   lucki   trend  ,1
1064,1064,1064,1.25e+18,1.25e+18,1587400000000.0,20-04-2020 23:00,530,,"15000 Active cases as of April 20th - 13 more days of complete lockdown. The curve is not flattening yet . Why? 
#gujrat #Maharashtra #TamilNadu #madhyapradesh #delhi #UttarPradesh @PMOIndia #COVID19india pic.twitter.com/kBMizTT96x","['#gujrat', '#maharashtra', '#tamilnadu', '#madhyapradesh', '#delhi', '#uttarpradesh', '#covid19india']",[],19068237.0,19068237.0,Deepz999,Deepesh,1,23,https://twitter.com/Deepz999/status/1252288613066260490,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '19068237', 'username': 'Deepz999'}, {'user_id': '471741741', 'username': 'PMOIndia'}]",,,,,activ   case   april   th   day   complet   lockdown   curv   flatten   yet   gujrat   maharashtra   tamilnadu   madhyapradesh   delhi   uttarpradesh   covidindia  ,-1
1563,1563,1563,1.25e+18,1.25e+18,1587490000000.0,21-04-2020 22:51,530,,"Delhi can be like this too. ð¤©â¤ï¸
#lockdown #india #photography #delhi pic.twitter.com/FJ8p20sR08","['#lockdown', '#india', '#photography', '#delhi']",[],2650759741.0,2650759741.0,planeboyankush,Ankush Gupta,2,22,https://twitter.com/planeboyankush/status/1252648698972012549,False,4,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '2650759741', 'username': 'planeboyankush'}]",,,,,delhi   like   lockdown   india   photographi   delhi  ,1
1785,1785,1785,1.25e+18,1.25e+18,1587580000000.0,22-04-2020 23:26,530,,Salute @DelhiPolice #DelhiPolice #delhi #dilkipolice #DilSeThankYou #lockdown  https://twitter.com/DelhiPolice/status/1252858742703394827Â â¦,"['#delhipolice', '#delhi', '#dilkipolice', '#dilsethankyou', '#lockdown']",[],23955770.0,23955770.0,ParthaBarman,Partha Barman,3,23,https://twitter.com/ParthaBarman/status/1253019934663172096,False,0,0,0,https://twitter.com/DelhiPolice/status/1252858742703394827,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '23955770', 'username': 'ParthaBarman'}, {'user_id': '1850705408', 'username': 'DelhiPolice'}]",,,,,salut   delhipolic   delhi   dilkipolic   dilsethanky   lockdown  ,1
1916,1916,1916,1.25e+18,1.25e+18,1587580000000.0,22-04-2020 23:01,530,,"After dark...

@Ferrari @ScuderiaFerrari #Ferrari #WednesdayVibes #motivation #delhi #COVIDã¼19 #lockdown #DelhiFightsCorona pic.twitter.com/vRYLKjHZS4","['#ferrari', '#wednesdayvibes', '#motivation', '#delhi', '#covidã¼19', '#lockdown', '#delhifightscorona']",[],933595256.0,933595256.0,theCanonFanboy,Bobby Roy,3,23,https://twitter.com/theCanonFanboy/status/1253013469848203265,False,1,1,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '933595256', 'username': 'theCanonFanboy'}, {'user_id': '2650413864', 'username': 'Ferrari'}, {'user_id': '108247668', 'username': 'ScuderiaFerrari'}]",,,,,dark   ferrari   wednesdayvib   motiv   delhi   covid   lockdown   delhifightscorona  ,-1
1975,1975,1975,1.25e+18,1.25e+18,1587580000000.0,22-04-2020 22:49,530,Connaught Place | à¤à¤¨à¥à¤ à¤ªà¥à¤²à¥à¤¸,"An empty Connaught Place in the heart of India's national capital, Delhi.
#Lockdown #Covid #Delhi pic.twitter.com/Fp5cjh1aj7 â at Connaught Place | à¤à¤¨à¥à¤ à¤ªà¥à¤²à¥à¤¸","['#lockdown', '#covid', '#delhi']",[],17670329.0,17670329.0,sidhant,Sidhant Sibal,3,22,https://twitter.com/sidhant/status/1253010524071133187,False,28,1,7,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '17670329', 'username': 'sidhant'}]",,,,,empti   connaught   place   heart   india   nation   capit   delhi   lockdown   covid   delhi   connaught   place  ,1
2432,2432,2432,1.25e+18,1.25e+18,1587750000000.0,24-04-2020 23:47,530,,#ShameonDelhiPolice @DelhiPolice @CPDelhi @LtGovDelhi @CMODelhi @ArvindKejriwal #lockdownextension #SocialDistancing #Covid_19 #coronavirus #Corona #StayHomeStaySafe what a lockdown in #delhi by @AamAadmiParty govt during #Ramzan others can't celebrate but they can #Shame https://twitter.com/ANI/status/1253657263346155522Â â¦,"['#shameondelhipolice', '#lockdownextension', '#socialdistancing', '#covid_19', '#coronavirus', '#corona', '#stayhomestaysafe', '#delhi', '#ramzan', '#shame']",[],8.16e+17,8.16e+17,Sachins887999,Sachin singh,5,23,https://twitter.com/Sachins887999/status/1253750011453718529,False,1,0,1,https://twitter.com/ANI/status/1253657263346155522,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '815736462532575232', 'username': 'Sachins887999'}, {'user_id': '1850705408', 'username': 'DelhiPolice'}, {'user_id': '626218913', 'username': 'CPDelhi'}, {'user_id': '815473030868545537', 'username': 'LtGovDelhi'}, {'user_id': '1242298980660178951', 'username': 'CMODelhi'}, {'user_id': '405427035', 'username': 'ArvindKejriwal'}, {'user_id': '711694309', 'username': 'AamAadmiParty'}]",,,,,shameondelhipolic   lockdownextens   socialdistanc   covid   coronaviru   corona   stayhomestaysaf   lockdown   delhi   govt   ramzan   other   celebr   shame  ,-1
