,Unnamed: 0,Unnamed: 0.1,id,conversation_id,created_at,date,timezone,place,tweet,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,text,labels
1666,1666,1666,1247952064744849408,1247950077395488768,1586369932000,2020-04-08 23:48:52,530,,"The service done by Corona warriors is like mother giving life to a baby. The purest form of divinity. We must offer prayers for their happiness & prosperity
#ThankYouCoronaWarriors ð

urs,
@amarprasadreddy 
Advisor to Union Minister of State for Health and Family Welfare, Govt.",['#thankyoucoronawarriors'],[],2167816332,2167816332,amarprasadreddy,Amar Prasad Reddy,3,23,https://twitter.com/amarprasadreddy/status/1247952064744849408,False,2,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '2167816332', 'username': 'amarprasadreddy'}, {'user_id': '3855861313', 'username': 'jangidsunil10'}, {'user_id': '18839785', 'username': 'narendramodi'}]",,,,,,1
1668,1668,1668,1247951990270771201,1247949725447278595,1586369914000,2020-04-08 23:48:34,530,,"The service done by Corona warriors is like mother giving life to a baby. The purest form of divinity. We must offer prayers for their happiness & prosperity
#ThankYouCoronaWarriors ð

urs,
@amarprasadreddy 
Advisor to Union Minister of State for Health and Family Welfare, Govt.",['#thankyoucoronawarriors'],[],2167816332,2167816332,amarprasadreddy,Amar Prasad Reddy,3,23,https://twitter.com/amarprasadreddy/status/1247951990270771201,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '2167816332', 'username': 'amarprasadreddy'}, {'user_id': '1096768901210390528', 'username': 'om_sajith'}]",,,,,,1
1669,1669,1669,1247951965717278721,1247949259611217922,1586369909000,2020-04-08 23:48:29,530,,"The service done by Corona warriors is like mother giving life to a baby. The purest form of divinity. We must offer prayers for their happiness & prosperity
#ThankYouCoronaWarriors ð

urs,
@amarprasadreddy 
Advisor to Union Minister of State for Health and Family Welfare, Govt.",['#thankyoucoronawarriors'],[],2167816332,2167816332,amarprasadreddy,Amar Prasad Reddy,3,23,https://twitter.com/amarprasadreddy/status/1247951965717278721,False,1,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '2167816332', 'username': 'amarprasadreddy'}, {'user_id': '274862152', 'username': 'Ganeshj67'}]",,,,,,1
1670,1670,1670,1247951934645882880,1247949126563577856,1586369901000,2020-04-08 23:48:21,530,,"The service done by Corona warriors is like mother giving life to a baby. The purest form of divinity. We must offer prayers for their happiness & prosperity
#ThankYouCoronaWarriors ð

urs,
@amarprasadreddy 
Advisor to Union Minister of State for Health and Family Welfare, Govt.",['#thankyoucoronawarriors'],[],2167816332,2167816332,amarprasadreddy,Amar Prasad Reddy,3,23,https://twitter.com/amarprasadreddy/status/1247951934645882880,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '2167816332', 'username': 'amarprasadreddy'}, {'user_id': '765838698025848833', 'username': 'barad_hari'}]",,,,,,1
1672,1672,1672,1247951904904073216,1247949053188431872,1586369894000,2020-04-08 23:48:14,530,,"The service done by Corona warriors is like mother giving life to a baby. The purest form of divinity. We must offer prayers for their happiness & prosperity
#ThankYouCoronaWarriors ð

urs,
@amarprasadreddy 
Advisor to Union Minister of State for Health and Family Welfare, Govt.",['#thankyoucoronawarriors'],[],2167816332,2167816332,amarprasadreddy,Amar Prasad Reddy,3,23,https://twitter.com/amarprasadreddy/status/1247951904904073216,False,1,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '2167816332', 'username': 'amarprasadreddy'}, {'user_id': '1159789793405837312', 'username': 'JayeshTrivedi81'}]",,,,,,1
1673,1673,1673,1247951883567689729,1247949007092998144,1586369889000,2020-04-08 23:48:09,530,,"The service done by Corona warriors is like mother giving life to a baby. The purest form of divinity. We must offer prayers for their happiness & prosperity
#ThankYouCoronaWarriors ð

urs,
@amarprasadreddy 
Advisor to Union Minister of State for Health and Family Welfare, Govt.",['#thankyoucoronawarriors'],[],2167816332,2167816332,amarprasadreddy,Amar Prasad Reddy,3,23,https://twitter.com/amarprasadreddy/status/1247951883567689729,False,1,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '2167816332', 'username': 'amarprasadreddy'}, {'user_id': '18839785', 'username': 'narendramodi'}]",,,,,,1
1676,1676,1676,1247951849216282624,1247949006803632130,1586369881000,2020-04-08 23:48:01,530,,"The service done by Corona warriors is like mother giving life to a baby. The purest form of divinity. We must offer prayers for their happiness & prosperity
#ThankYouCoronaWarriors ð

urs,
@amarprasadreddy 
Advisor to Union Minister of State for Health and Family Welfare, Govt.",['#thankyoucoronawarriors'],[],2167816332,2167816332,amarprasadreddy,Amar Prasad Reddy,3,23,https://twitter.com/amarprasadreddy/status/1247951849216282624,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '2167816332', 'username': 'amarprasadreddy'}, {'user_id': '765838698025848833', 'username': 'barad_hari'}]",,,,,,1
1678,1678,1678,1247951798045794306,1247948732714246144,1586369869000,2020-04-08 23:47:49,530,,"The service done by Corona warriors is like mother giving life to a baby. The purest form of divinity. We must offer prayers for their happiness & prosperity
#ThankYouCoronaWarriors ð

urs,
@amarprasadreddy 
Advisor to Union Minister of State for Health and Family Welfare, Govt.",['#thankyoucoronawarriors'],[],2167816332,2167816332,amarprasadreddy,Amar Prasad Reddy,3,23,https://twitter.com/amarprasadreddy/status/1247951798045794306,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '2167816332', 'username': 'amarprasadreddy'}, {'user_id': '2947441100', 'username': 'Satishdelhi6'}]",,,,,,1
1682,1682,1682,1247951748028755968,1247948697331089408,1586369857000,2020-04-08 23:47:37,530,,"The service done by Corona warriors is like mother giving life to a baby. The purest form of divinity. We must offer prayers for their happiness & prosperity
#ThankYouCoronaWarriors ð

urs,
@amarprasadreddy 
Advisor to Union Minister of State for Health and Family Welfare, Govt.",['#thankyoucoronawarriors'],[],2167816332,2167816332,amarprasadreddy,Amar Prasad Reddy,3,23,https://twitter.com/amarprasadreddy/status/1247951748028755968,False,1,0,1,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '2167816332', 'username': 'amarprasadreddy'}, {'user_id': '765838698025848833', 'username': 'barad_hari'}]",,,,,,1
1683,1683,1683,1247951705926324224,1247948675906539521,1586369847000,2020-04-08 23:47:27,530,,"The service done by Corona warriors is like mother giving life to a baby. The purest form of divinity. We must offer prayers for their happiness & prosperity
#ThankYouCoronaWarriors ð

urs,
@amarprasadreddy 
Advisor to Union Minister of State for Health and Family Welfare, Govt.",['#thankyoucoronawarriors'],[],2167816332,2167816332,amarprasadreddy,Amar Prasad Reddy,3,23,https://twitter.com/amarprasadreddy/status/1247951705926324224,False,1,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '2167816332', 'username': 'amarprasadreddy'}, {'user_id': '124219304', 'username': 'imPunitbjp'}]",,,,,,1
1685,1685,1685,1247951663739990016,1247948616095817734,1586369837000,2020-04-08 23:47:17,530,,"The service done by Corona warriors is like mother giving life to a baby. The purest form of divinity. We must offer prayers for their happiness & prosperity
#ThankYouCoronaWarriors ð

urs,
@amarprasadreddy 
Advisor to Union Minister of State for Health and Family Welfare, Govt.",['#thankyoucoronawarriors'],[],2167816332,2167816332,amarprasadreddy,Amar Prasad Reddy,3,23,https://twitter.com/amarprasadreddy/status/1247951663739990016,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '2167816332', 'username': 'amarprasadreddy'}, {'user_id': '101753129', 'username': 'vharyancaBJP'}]",,,,,,1
1688,1688,1688,1247951640495177728,1247948614195806209,1586369831000,2020-04-08 23:47:11,530,,"The service done by Corona warriors is like mother giving life to a baby. The purest form of divinity. We must offer prayers for their happiness & prosperity
#ThankYouCoronaWarriors ð

urs,
@amarprasadreddy 
Advisor to Union Minister of State for Health and Family Welfare, Govt.",['#thankyoucoronawarriors'],[],2167816332,2167816332,amarprasadreddy,Amar Prasad Reddy,3,23,https://twitter.com/amarprasadreddy/status/1247951640495177728,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '2167816332', 'username': 'amarprasadreddy'}, {'user_id': '708364860845727744', 'username': 'jitendr_trivedi'}, {'user_id': '776134635495514112', 'username': 'viral_sms'}]",,,,,,1
1689,1689,1689,1247951614297509888,1247948610907435008,1586369825000,2020-04-08 23:47:05,530,,"The service done by Corona warriors is like mother giving life to a baby. The purest form of divinity. We must offer prayers for their happiness & prosperity
#ThankYouCoronaWarriors ð

urs,
@amarprasadreddy 
Advisor to Union Minister of State for Health and Family Welfare, Govt.",['#thankyoucoronawarriors'],[],2167816332,2167816332,amarprasadreddy,Amar Prasad Reddy,3,23,https://twitter.com/amarprasadreddy/status/1247951614297509888,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '2167816332', 'username': 'amarprasadreddy'}, {'user_id': '765838698025848833', 'username': 'barad_hari'}]",,,,,,1
1691,1691,1691,1247951596954120192,1247947957644562438,1586369821000,2020-04-08 23:47:01,530,,"The service done by Corona warriors is like mother giving life to a baby. The purest form of divinity. We must offer prayers for their happiness & prosperity
#ThankYouCoronaWarriors ð

urs,
@amarprasadreddy 
Advisor to Union Minister of State for Health and Family Welfare, Govt.",['#thankyoucoronawarriors'],[],2167816332,2167816332,amarprasadreddy,Amar Prasad Reddy,3,23,https://twitter.com/amarprasadreddy/status/1247951596954120192,False,2,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '2167816332', 'username': 'amarprasadreddy'}, {'user_id': '4673459594', 'username': 'imsshekher'}]",,,,,,1
1694,1694,1694,1247951560773996545,1247822455042793472,1586369812000,2020-04-08 23:46:52,530,,"The service done by Corona warriors is like mother giving life to a baby. The purest form of divinity. We must offer prayers for their happiness & prosperity
#ThankYouCoronaWarriors ð

urs,
@amarprasadreddy 
Advisor to Union Minister of State for Health and Family Welfare, Govt.",['#thankyoucoronawarriors'],[],2167816332,2167816332,amarprasadreddy,Amar Prasad Reddy,3,23,https://twitter.com/amarprasadreddy/status/1247951560773996545,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '2167816332', 'username': 'amarprasadreddy'}, {'user_id': '3369674594', 'username': 'dharmvirjangra9'}, {'user_id': '12154072', 'username': 'sandeepfromvns'}]",,,,,,1
1695,1695,1695,1247951537067851776,1247947404596236289,1586369806000,2020-04-08 23:46:46,530,,"The service done by Corona warriors is like mother giving life to a baby. The purest form of divinity. We must offer prayers for their happiness & prosperity
#ThankYouCoronaWarriors ð

urs,
@amarprasadreddy 
Advisor to Union Minister of State for Health and Family Welfare, Govt.",['#thankyoucoronawarriors'],[],2167816332,2167816332,amarprasadreddy,Amar Prasad Reddy,3,23,https://twitter.com/amarprasadreddy/status/1247951537067851776,False,1,1,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '2167816332', 'username': 'amarprasadreddy'}, {'user_id': '417035197', 'username': 'pankajwal74a'}]",,,,,,1
1696,1696,1696,1247951509930688512,1247947234387226624,1586369800000,2020-04-08 23:46:40,530,,"The service done by Corona warriors is like mother giving life to a baby. The purest form of divinity. We must offer prayers for their happiness & prosperity
#ThankYouCoronaWarriors ð

urs,
@amarprasadreddy 
Advisor to Union Minister of State for Health and Family Welfare, Govt.",['#thankyoucoronawarriors'],[],2167816332,2167816332,amarprasadreddy,Amar Prasad Reddy,3,23,https://twitter.com/amarprasadreddy/status/1247951509930688512,False,1,0,1,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '2167816332', 'username': 'amarprasadreddy'}, {'user_id': '286547043', 'username': 'prangshudeb'}, {'user_id': '18839785', 'username': 'narendramodi'}]",,,,,,1
1697,1697,1697,1247951464808345600,1247946762632876032,1586369789000,2020-04-08 23:46:29,530,,"The service done by Corona warriors is like mother giving life to a baby. The purest form of divinity. We must offer prayers for their happiness & prosperity
#ThankYouCoronaWarriors ð

urs,
@amarprasadreddy 
Advisor to Union Minister of State for Health and Family Welfare, Govt.",['#thankyoucoronawarriors'],[],2167816332,2167816332,amarprasadreddy,Amar Prasad Reddy,3,23,https://twitter.com/amarprasadreddy/status/1247951464808345600,False,3,0,1,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '2167816332', 'username': 'amarprasadreddy'}, {'user_id': '813599492989554688', 'username': 'Khushbu1194'}]",,,,,,1
1698,1698,1698,1247951434647126017,1247946572882575360,1586369782000,2020-04-08 23:46:22,530,,"The service done by Corona warriors is like mother giving life to a baby. The purest form of divinity. We must offer prayers for their happiness & prosperity
#ThankYouCoronaWarriors ð

urs,
@amarprasadreddy 
Advisor to Union Minister of State for Health and Family Welfare, Govt.",['#thankyoucoronawarriors'],[],2167816332,2167816332,amarprasadreddy,Amar Prasad Reddy,3,23,https://twitter.com/amarprasadreddy/status/1247951434647126017,False,1,0,1,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '2167816332', 'username': 'amarprasadreddy'}, {'user_id': '2175954486', 'username': 'chirag01jain'}]",,,,,,1
1699,1699,1699,1247951411716866048,1247946478653325313,1586369777000,2020-04-08 23:46:17,530,,"The service done by Corona warriors is like mother giving life to a baby. The purest form of divinity. We must offer prayers for their happiness & prosperity
#ThankYouCoronaWarriors ð

urs,
@amarprasadreddy 
Advisor to Union Minister of State for Health and Family Welfare, Govt.",['#thankyoucoronawarriors'],[],2167816332,2167816332,amarprasadreddy,Amar Prasad Reddy,3,23,https://twitter.com/amarprasadreddy/status/1247951411716866048,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '2167816332', 'username': 'amarprasadreddy'}, {'user_id': '870205015813763072', 'username': 'Suvajitmajumde3'}, {'user_id': '18839785', 'username': 'narendramodi'}]",,,,,,1
1701,1701,1701,1247951367307587584,1247946405030662145,1586369766000,2020-04-08 23:46:06,530,,"The service done by Corona warriors is like mother giving life to a baby. The purest form of divinity. We must offer prayers for their happiness & prosperity
#ThankYouCoronaWarriors ð

urs,
@amarprasadreddy 
Advisor to Union Minister of State for Health and Family Welfare, Govt.",['#thankyoucoronawarriors'],[],2167816332,2167816332,amarprasadreddy,Amar Prasad Reddy,3,23,https://twitter.com/amarprasadreddy/status/1247951367307587584,False,1,1,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '2167816332', 'username': 'amarprasadreddy'}]",,,,,,1
1702,1702,1702,1247951341273509889,1247946310486880256,1586369760000,2020-04-08 23:46:00,530,,"The service done by Corona warriors is like mother giving life to a baby. The purest form of divinity. We must offer prayers for their happiness & prosperity
#ThankYouCoronaWarriors ð

urs,
@amarprasadreddy 
Advisor to Union Minister of State for Health and Family Welfare, Govt.",['#thankyoucoronawarriors'],[],2167816332,2167816332,amarprasadreddy,Amar Prasad Reddy,3,23,https://twitter.com/amarprasadreddy/status/1247951341273509889,False,1,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '2167816332', 'username': 'amarprasadreddy'}, {'user_id': '852435990434250753', 'username': 'bjpSurajitDatta'}, {'user_id': '18839785', 'username': 'narendramodi'}, {'user_id': '1447949844', 'username': 'AmitShah'}, {'user_id': '53075131', 'username': 'BJYM'}, {'user_id': '471741741', 'username': 'PMOIndia'}, {'user_id': '391901721', 'username': 'byadavbjp'}, {'user_id': '1324334436', 'username': 'PiyushGoyal'}, {'user_id': '97217966', 'username': 'nitin_gadkari'}, {'user_id': '207809313', 'username': 'BJP4India'}, {'user_id': '310239584', 'username': 'RSSorg'}, {'user_id': '2990611686', 'username': 'JPNadda'}]",,,,,,1
1704,1704,1704,1247951315415609344,1247946286583537664,1586369754000,2020-04-08 23:45:54,530,,"The service done by Corona warriors is like mother giving life to a baby. The purest form of divinity. We must offer prayers for their happiness & prosperity
#ThankYouCoronaWarriors ð

urs,
@amarprasadreddy 
Advisor to Union Minister of State for Health and Family Welfare, Govt.",['#thankyoucoronawarriors'],[],2167816332,2167816332,amarprasadreddy,Amar Prasad Reddy,3,23,https://twitter.com/amarprasadreddy/status/1247951315415609344,False,1,1,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '2167816332', 'username': 'amarprasadreddy'}]",,,,,,1
1706,1706,1706,1247951289750679552,1247946191934902272,1586369747000,2020-04-08 23:45:47,530,,"The service done by Corona warriors is like mother giving life to a baby. The purest form of divinity. We must offer prayers for their happiness & prosperity
#ThankYouCoronaWarriors ð

urs,
@amarprasadreddy 
Advisor to Union Minister of State for Health and Family Welfare, Govt.",['#thankyoucoronawarriors'],[],2167816332,2167816332,amarprasadreddy,Amar Prasad Reddy,3,23,https://twitter.com/amarprasadreddy/status/1247951289750679552,False,1,0,1,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '2167816332', 'username': 'amarprasadreddy'}, {'user_id': '1313520402', 'username': 'rhitesh711'}, {'user_id': '18839785', 'username': 'narendramodi'}]",,,,,,1
